Check term: 0
1488250 10500 0.0
1499000 10750 0.0
1510000 11000 0.0
1521250 11250 0.0
1532750 11500 0.0
1544500 11750 0.0
1556500 12000 0.0
1568750 12250 0.0
1581250 12500 0.0
1594000 12750 0.0
1607000 13000 0.0
1620250 13250 0.0
1633750 13500 0.0
1647500 13750 0.0
1661500 14000 0.0
1675750 14250 0.0
1690250 14500 0.0
1705000 14750 0.0
1720000 15000 0.0
1735250 15250 0.0
1750750 15500 0.0
1766500 15750 0.0
1782500 16000 0.0
1798750 16250 0.0
1815250 16500 0.0
1832000 16750 0.0
1849000 17000 0.0
1866250 17250 0.0
1883750 17500 0.0
1901500 17750 0.0
1919500 18000 0.0
1937750 18250 0.0
1956250 18500 0.0
1975000 18750 0.0
1994000 19000 0.0
2013250 19250 0.0
2032750 19500 0.0
2052500 19750 0.0
2072500 20000 0.0
2092750 20250 0.0
2113250 20500 0.0
2134000 20750 0.0
2155000 21000 0.0
2176250 21250 0.0
2197750 21500 0.0
2219500 21750 0.0
2241500 22000 0.0
2263750 22250 0.0
2286250 22500 0.0
2309000 22750 0.0
2332000 23000 0.0
2355250 23250 0.0
2378750 23500 0.0
2402500 23750 0.0
2426500 24000 0.0
2450750 24250 0.0
2475250 24500 0.0
2500000 24750 0.0
2525000 25000 0.0
cell_counter 4497.4000
go_explore_return 0.0000
traj_length 54.6000
Check term: 2525000
2525250 250 0.0
2525750 500 0.0
2526500 750 0.0
2527500 1000 0.0
2528750 1250 0.0
2530250 1500 0.0
2532000 1750 0.0
2534000 2000 0.0
2536250 2250 0.0
2538750 2500 0.0
2541500 2750 0.0
2544500 3000 0.0
2547750 3250 0.0
2551250 3500 0.0
2555000 3750 0.0
2559000 4000 0.0
2563250 4250 0.0
2567750 4500 0.0
2572500 4750 0.0
2577500 5000 0.0
2582750 5250 0.0
2588250 5500 0.0
2594000 5750 0.0
2600000 6000 0.0
2606250 6250 0.0
2612750 6500 0.0
2619500 6750 0.0
2626500 7000 0.0
2633750 7250 0.0
2641250 7500 0.0
2649000 7750 0.0
2657000 8000 0.0
2665250 8250 0.0
2673750 8500 0.0
2682500 8750 0.0
2691500 9000 0.0
2700750 9250 0.0
2710250 9500 0.0
2720000 9750 0.0
2730000 10000 0.0
2740250 10250 0.0
2750750 10500 0.0
2761500 10750 0.0
2772500 11000 0.0
2783750 11250 0.0
2795250 11500 0.0
2807000 11750 0.0
2819000 12000 0.0
2831250 12250 0.0
2843750 12500 1.0
2856500 12750 1.0
2869500 13000 1.0
2882750 13250 1.0
2896250 13500 1.0
2910000 13750 1.0
2924000 14000 1.0
2938250 14250 1.0
2952750 14500 1.0
2967500 14750 1.0
2982500 15000 1.0
2997750 15250 1.0
3013250 15500 1.0
3029000 15750 1.0
3045000 16000 1.0
3061250 16250 1.0
3077750 16500 1.0
3094500 16750 1.0
3111500 17000 1.0
3128750 17250 1.0
3146250 17500 1.0
3164000 17750 1.0
3182000 18000 1.0
3200250 18250 1.0
3218750 18500 1.0
3237500 18750 1.0
3256500 19000 1.0
3275750 19250 1.0
3295250 19500 1.0
3315000 19750 1.0
3335000 20000 1.0
3355250 20250 1.0
3375750 20500 1.0
3396500 20750 1.0
3417500 21000 1.0
3438750 21250 1.0
3460250 21500 1.0
3482000 21750 1.0
3504000 22000 1.0
3526250 22250 1.0
3548750 22500 1.0
3571500 22750 1.0
3594500 23000 1.0
3617750 23250 1.0
3641250 23500 1.0
3665000 23750 1.0
3689000 24000 1.0
3713250 24250 1.0
3737750 24500 1.0
3762500 24750 1.0
3787500 25000 1.0
cell_counter 4226.4000
go_explore_return 1.0000
traj_length 51.4000
Check term: 3787500
3787750 250 0.0
3788250 500 0.0
3789000 750 0.0
3790000 1000 0.0
3791250 1250 0.0
3792750 1500 0.0
3794500 1750 0.0
3796500 2000 0.0
3798750 2250 0.0
3801250 2500 0.0
3804000 2750 0.0
3807000 3000 0.0
3810250 3250 0.0
3813750 3500 0.0
3817500 3750 0.0
3821500 4000 0.0
3825750 4250 0.0
3830250 4500 0.0
3835000 4750 0.0
3840000 5000 0.0
3845250 5250 0.0
3850750 5500 0.0
3856500 5750 0.0
3862500 6000 0.0
3868750 6250 0.0
3875250 6500 0.0
3882000 6750 0.0
3889000 7000 0.0
3896250 7250 0.0
3903750 7500 0.0
3911500 7750 0.0
3919500 8000 0.0
3927750 8250 0.0
3936250 8500 0.0
3945000 8750 0.0
3954000 9000 0.0
3963250 9250 0.0
3972750 9500 0.0
3982500 9750 0.0
3992500 10000 0.0
4002750 10250 0.0
4013250 10500 0.0
4024000 10750 0.0
4035000 11000 0.0
4046250 11250 0.0
4057750 11500 0.0
4069500 11750 0.0
4081500 12000 0.0
4093750 12250 0.0
4106250 12500 0.0
4119000 12750 0.0
4132000 13000 0.0
4145250 13250 0.0
4158750 13500 0.0
4172500 13750 0.0
4186500 14000 0.0
4200750 14250 0.0
4215250 14500 0.0
4230000 14750 0.0
4245000 15000 0.0
4260250 15250 0.0
4275750 15500 0.0
4291500 15750 0.0
4307500 16000 0.0
4323750 16250 0.0
4340250 16500 0.0
4357000 16750 0.0
4374000 17000 0.0
4391250 17250 0.0
4408750 17500 0.0
4426500 17750 0.0
4444500 18000 0.0
4462750 18250 0.0
4481250 18500 0.0
4500000 18750 0.0
4519000 19000 0.0
4538250 19250 0.0
4557750 19500 0.0
4577500 19750 0.0
4597500 20000 0.0
4617750 20250 0.0
4638250 20500 0.0
4659000 20750 0.0
4680000 21000 0.0
4701250 21250 0.0
4722750 21500 0.0
4744500 21750 0.0
4766500 22000 0.0
4788750 22250 0.0
4811250 22500 0.0
4834000 22750 0.0
4857000 23000 0.0
4880250 23250 0.0
4903750 23500 0.0
4927500 23750 0.0
4951500 24000 0.0
4975750 24250 0.0
5000250 24500 0.0
5025000 24750 0.0
5050000 25000 0.0
cell_counter 4213.2000
go_explore_return 0.0000
traj_length 35.2000
Check term: 5050000
5050250 250 0.0
5050750 500 0.0
5051500 750 0.0
5052500 1000 0.0
5053750 1250 0.0
5055250 1500 0.0
5057000 1750 0.0
5059000 2000 0.0
5061250 2250 0.0
5063750 2500 0.0
5066500 2750 0.0
5069500 3000 0.0
5072750 3250 0.0
5076250 3500 0.0
5080000 3750 0.0
5084000 4000 0.0
5088250 4250 0.0
5092750 4500 0.0
5097500 4750 0.0
5102500 5000 0.0
5107750 5250 0.0
5113250 5500 0.0
5119000 5750 0.0
5125000 6000 0.0
5131250 6250 0.0
5137750 6500 0.0
5144500 6750 0.0
5151500 7000 0.0
5158750 7250 0.0
5166250 7500 0.0
5174000 7750 0.0
5182000 8000 0.0
5190250 8250 0.0
5198750 8500 0.0
5207500 8750 0.0
5216500 9000 0.0
5225750 9250 0.0
5235250 9500 0.0
5245000 9750 0.0
5255000 10000 0.0
5265250 10250 0.0
5275750 10500 0.0
5286500 10750 0.0
5297500 11000 0.0
5308750 11250 0.0
5320250 11500 0.0
5332000 11750 0.0
5344000 12000 0.0
5356250 12250 0.0
5368750 12500 0.0
5381500 12750 0.0
5394500 13000 0.0
5407750 13250 0.0
5421250 13500 0.0
5435000 13750 0.0
5449000 14000 0.0
5463250 14250 0.0
5477750 14500 0.0
5492500 14750 0.0
5507500 15000 0.0
5522750 15250 0.0
5538250 15500 0.0
5554000 15750 0.0
5570000 16000 0.0
5586250 16250 0.0
5602750 16500 0.0
5619500 16750 0.0
5636500 17000 0.0
5653750 17250 0.0
5671250 17500 0.0
5689000 17750 0.0
5707000 18000 0.0
5725250 18250 0.0
5743750 18500 0.0
5762500 18750 0.0
5781500 19000 0.0
5800750 19250 0.0
5820250 19500 0.0
5840000 19750 0.0
5860000 20000 0.0
5880250 20250 0.0
5900750 20500 0.0
5921500 20750 0.0
5942500 21000 0.0
5963750 21250 0.0
5985250 21500 0.0
6007000 21750 0.0
6029000 22000 0.0
6051250 22250 0.0
6073750 22500 0.0
6096500 22750 0.0
6119500 23000 0.0
6142750 23250 0.0
6166250 23500 0.0
6190000 23750 0.0
6214000 24000 0.0
6238250 24250 0.0
6262750 24500 0.0
6287500 24750 0.0
6312500 25000 0.0
cell_counter 4315.8000
go_explore_return 0.0000
traj_length 67.8000
Check term: 6312500
6312750 250 0.0
6313250 500 0.0
6314000 750 0.0
6315000 1000 0.0
6316250 1250 0.0
6317750 1500 0.0
6319500 1750 0.0
6321500 2000 0.0
6323750 2250 0.0
6326250 2500 0.0
6329000 2750 0.0
6332000 3000 0.0
6335250 3250 0.0
6338750 3500 0.0
6342500 3750 0.0
6346500 4000 0.0
6350750 4250 0.0
6355250 4500 0.0
6360000 4750 0.0
6365000 5000 0.0
6370250 5250 0.0
6375750 5500 0.0
6381500 5750 0.0
6387500 6000 0.0
6393750 6250 0.0
6400250 6500 0.0
6407000 6750 0.0
6414000 7000 0.0
6421250 7250 0.0
6428750 7500 0.0
6436500 7750 0.0
6444500 8000 0.0
6452750 8250 0.0
6461250 8500 0.0
6470000 8750 0.0
6479000 9000 0.0
6488250 9250 0.0
6497750 9500 0.0
6507500 9750 0.0
6517500 10000 0.0
6527750 10250 0.0
6538250 10500 0.0
6549000 10750 0.0
6560000 11000 0.0
6571250 11250 0.0
6582750 11500 0.0
6594500 11750 0.0
6606500 12000 0.0
6618750 12250 0.0
6631250 12500 0.0
6644000 12750 0.0
6657000 13000 0.0
6670250 13250 0.0
6683750 13500 0.0
6697500 13750 0.0
6711500 14000 0.0
6725750 14250 0.0
6740250 14500 0.0
6755000 14750 0.0
6770000 15000 0.0
6785250 15250 0.0
6800750 15500 0.0
6816500 15750 0.0
6832500 16000 0.0
6848750 16250 0.0
6865250 16500 0.0
6882000 16750 0.0
6899000 17000 0.0
6916250 17250 0.0
6933750 17500 0.0
6951500 17750 0.0
6969500 18000 0.0
6987750 18250 0.0
7006250 18500 0.0
7025000 18750 0.0
7044000 19000 0.0
7063250 19250 0.0
7082750 19500 0.0
7102500 19750 0.0
7122500 20000 0.0
7142750 20250 0.0
7163250 20500 0.0
7184000 20750 0.0
7205000 21000 0.0
7226250 21250 0.0
7247750 21500 0.0
7269500 21750 0.0
7291500 22000 0.0
7313750 22250 0.0
7336250 22500 0.0
7359000 22750 0.0
7382000 23000 0.0
7405250 23250 0.0
7428750 23500 0.0
7452500 23750 0.0
7476500 24000 0.0
7500750 24250 0.0
7525250 24500 0.0
7550000 24750 0.0
7575000 25000 0.0
cell_counter 4185.6000
go_explore_return 0.0000
traj_length 49.6000
Check term: 7575000
7575250 250 0.0
7575750 500 0.0
7576500 750 0.0
7577500 1000 0.0
7578750 1250 0.0
7580250 1500 0.0
7582000 1750 0.0
7584000 2000 0.0
7586250 2250 0.0
7588750 2500 0.0
7591500 2750 0.0
7594500 3000 0.0
7597750 3250 0.0
7601250 3500 0.0
7605000 3750 0.0
7609000 4000 0.0
7613250 4250 0.0
7617750 4500 0.0
7622500 4750 0.0
7627500 5000 0.0
7632750 5250 0.0
7638250 5500 0.0
7644000 5750 0.0
7650000 6000 0.0
7656250 6250 0.0
7662750 6500 0.0
7669500 6750 0.0
7676500 7000 0.0
7683750 7250 0.0
7691250 7500 0.0
7699000 7750 0.0
7707000 8000 0.0
7715250 8250 0.0
7723750 8500 0.0
7732500 8750 0.0
7741500 9000 0.0
7750750 9250 0.0
7760250 9500 0.0
7770000 9750 0.0
7780000 10000 0.0
7790250 10250 0.0
7800750 10500 0.0
7811500 10750 0.0
7822500 11000 0.0
7833750 11250 0.0
7845250 11500 0.0
7857000 11750 0.0
7869000 12000 0.0
7881250 12250 0.0
7893750 12500 0.0
7906500 12750 0.0
7919500 13000 0.0
7932750 13250 0.0
7946250 13500 0.0
7960000 13750 0.0
7974000 14000 0.0
7988250 14250 0.0
8002750 14500 0.0
8017500 14750 0.0
8032500 15000 0.0
8047750 15250 0.0
8063250 15500 0.0
8079000 15750 0.0
8095000 16000 0.0
8111250 16250 0.0
8127750 16500 0.0
8144500 16750 0.0
8161500 17000 0.0
8178750 17250 0.0
8196250 17500 0.0
8214000 17750 0.0
8232000 18000 0.0
8250250 18250 0.0
8268750 18500 0.0
8287500 18750 0.0
8306500 19000 0.0
8325750 19250 0.0
8345250 19500 0.0
8365000 19750 1.0
8385000 20000 1.0
8405250 20250 1.0
8425750 20500 1.0
8446500 20750 1.0
8467500 21000 1.0
8488750 21250 1.0
8510250 21500 1.0
8532000 21750 1.0
8554000 22000 1.0
8576250 22250 1.0
8598750 22500 1.0
8621500 22750 1.0
8644500 23000 1.0
8667750 23250 1.0
8691250 23500 1.0
8715000 23750 1.0
8739000 24000 1.0
8763250 24250 1.0
8787750 24500 1.0
8812500 24750 1.0
8837500 25000 1.0
cell_counter 4388.4000
go_explore_return 1.0000
traj_length 40.4000
Check term: 8837500
8837750 250 0.0
8838250 500 0.0
8839000 750 0.0
8840000 1000 0.0
8841250 1250 0.0
8842750 1500 0.0
8844500 1750 0.0
8846500 2000 0.0
8848750 2250 0.0
8851250 2500 0.0
8854000 2750 0.0
8857000 3000 0.0
8860250 3250 0.0
8863750 3500 0.0
8867500 3750 0.0
8871500 4000 0.0
8875750 4250 0.0
8880250 4500 0.0
8885000 4750 0.0
8890000 5000 0.0
8895250 5250 0.0
8900750 5500 0.0
8906500 5750 0.0
8912500 6000 0.0
8918750 6250 0.0
8925250 6500 0.0
8932000 6750 0.0
8939000 7000 0.0
8946250 7250 0.0
8953750 7500 0.0
8961500 7750 0.0
8969500 8000 0.0
8977750 8250 0.0
8986250 8500 0.0
8995000 8750 0.0
9004000 9000 0.0
9013250 9250 0.0
9022750 9500 0.0
9032500 9750 0.0
9042500 10000 0.0
9052750 10250 0.0
9063250 10500 0.0
9074000 10750 0.0
9085000 11000 0.0
9096250 11250 0.0
9107750 11500 0.0
9119500 11750 0.0
9131500 12000 0.0
9143750 12250 0.0
9156250 12500 0.0
9169000 12750 0.0
9182000 13000 0.0
9195250 13250 0.0
9208750 13500 0.0
9222500 13750 0.0
9236500 14000 0.0
9250750 14250 0.0
9265250 14500 0.0
9280000 14750 0.0
9295000 15000 0.0
9310250 15250 0.0
9325750 15500 0.0
9341500 15750 0.0
9357500 16000 0.0
9373750 16250 0.0
9390250 16500 0.0
9407000 16750 0.0
9424000 17000 0.0
9441250 17250 0.0
9458750 17500 0.0
9476500 17750 0.0
9494500 18000 0.0
9512750 18250 0.0
9531250 18500 0.0
9550000 18750 0.0
9569000 19000 0.0
9588250 19250 0.0
9607750 19500 0.0
9627500 19750 0.0
9647500 20000 0.0
9667750 20250 0.0
9688250 20500 0.0
9709000 20750 0.0
9730000 21000 0.0
9751250 21250 0.0
9772750 21500 0.0
9794500 21750 0.0
9816500 22000 0.0
9838750 22250 0.0
9861250 22500 0.0
9884000 22750 0.0
9907000 23000 0.0
9930250 23250 0.0
9953750 23500 0.0
9977500 23750 0.0
10001500 24000 0.0
10025750 24250 0.0
10050250 24500 0.0
10075000 24750 0.0
10100000 25000 0.0
cell_counter 4198.4000
go_explore_return 0.0000
traj_length 47.0000
Check term: 10100000
10100250 250 0.0
10100750 500 0.0
10101500 750 0.0
10102500 1000 0.0
10103750 1250 0.0
10105250 1500 0.0
10107000 1750 0.0
10109000 2000 0.0
10111250 2250 0.0
10113750 2500 0.0
10116500 2750 0.0
10119500 3000 0.0
10122750 3250 0.0
10126250 3500 0.0
10130000 3750 0.0
10134000 4000 0.0
10138250 4250 0.0
10142750 4500 0.0
10147500 4750 0.0
10152500 5000 0.0
10157750 5250 0.0
10163250 5500 0.0
10169000 5750 0.0
10175000 6000 0.0
10181250 6250 0.0
10187750 6500 0.0
10194500 6750 0.0
10201500 7000 0.0
10208750 7250 0.0
10216250 7500 0.0
10224000 7750 0.0
10232000 8000 0.0
10240250 8250 0.0
10248750 8500 0.0
10257500 8750 0.0
10266500 9000 0.0
10275750 9250 0.0
10285250 9500 0.0
10295000 9750 0.0
10305000 10000 0.0
10315250 10250 0.0
10325750 10500 0.0
10336500 10750 0.0
10347500 11000 0.0
10358750 11250 0.0
10370250 11500 0.0
10382000 11750 0.0
10394000 12000 0.0
10406250 12250 0.0
10418750 12500 0.0
10431500 12750 0.0
10444500 13000 0.0
10457750 13250 0.0
10471250 13500 0.0
10485000 13750 0.0
10499000 14000 0.0
10513250 14250 0.0
10527750 14500 0.0
10542500 14750 0.0
10557500 15000 0.0
10572750 15250 0.0
10588250 15500 0.0
10604000 15750 0.0
10620000 16000 0.0
10636250 16250 0.0
10652750 16500 0.0
10669500 16750 0.0
10686500 17000 0.0
10703750 17250 0.0
10721250 17500 0.0
10739000 17750 0.0
10757000 18000 0.0
10775250 18250 0.0
10793750 18500 0.0
10812500 18750 0.0
10831500 19000 0.0
10850750 19250 0.0
10870250 19500 0.0
10890000 19750 0.0
10910000 20000 0.0
10930250 20250 0.0
10950750 20500 0.0
10971500 20750 0.0
10992500 21000 0.0
11013750 21250 0.0
11035250 21500 0.0
11057000 21750 0.0
11079000 22000 0.0
11101250 22250 0.0
11123750 22500 0.0
11146500 22750 0.0
11169500 23000 0.0
11192750 23250 0.0
11216250 23500 0.0
11240000 23750 0.0
11264000 24000 0.0
11288250 24250 0.0
11312750 24500 0.0
11337500 24750 0.0
11362500 25000 0.0
cell_counter 4310.6000
go_explore_return 0.0000
traj_length 58.2000
Check term: 11362500
11362750 250 0.0
11363250 500 0.0
11364000 750 0.0
11365000 1000 0.0
11366250 1250 0.0
11367750 1500 0.0
11369500 1750 0.0
11371500 2000 0.0
11373750 2250 0.0
11376250 2500 0.0
11379000 2750 0.0
11382000 3000 0.0
11385250 3250 0.0
11388750 3500 0.0
11392500 3750 0.0
11396500 4000 0.0
11400750 4250 0.0
11405250 4500 0.0
11410000 4750 0.0
11415000 5000 0.0
11420250 5250 0.0
11425750 5500 0.0
11431500 5750 0.0
11437500 6000 0.0
11443750 6250 0.0
11450250 6500 0.0
11457000 6750 0.0
11464000 7000 0.0
11471250 7250 0.0
11478750 7500 0.0
11486500 7750 0.0
11494500 8000 0.0
11502750 8250 0.0
11511250 8500 0.0
11520000 8750 0.0
11529000 9000 0.0
11538250 9250 0.0
11547750 9500 0.0
11557500 9750 0.0
11567500 10000 0.0
11577750 10250 0.0
11588250 10500 0.0
11599000 10750 0.0
11610000 11000 0.0
11621250 11250 0.0
11632750 11500 0.0
11644500 11750 0.0
11656500 12000 0.0
11668750 12250 0.0
11681250 12500 0.0
11694000 12750 0.0
11707000 13000 0.0
11720250 13250 0.0
11733750 13500 0.0
11747500 13750 0.0
11761500 14000 0.0
11775750 14250 0.0
11790250 14500 0.0
11805000 14750 0.0
11820000 15000 0.0
11835250 15250 0.0
11850750 15500 0.0
11866500 15750 0.0
11882500 16000 0.0
11898750 16250 0.0
11915250 16500 0.0
11932000 16750 0.0
11949000 17000 0.0
11966250 17250 0.0
11983750 17500 0.0
12001500 17750 0.0
12019500 18000 0.0
12037750 18250 0.0
12056250 18500 0.0
12075000 18750 0.0
12094000 19000 0.0
12113250 19250 0.0
12132750 19500 0.0
12152500 19750 0.0
12172500 20000 0.0
12192750 20250 0.0
12213250 20500 0.0
12234000 20750 0.0
12255000 21000 0.0
12276250 21250 0.0
12297750 21500 0.0
12319500 21750 0.0
12341500 22000 0.0
12363750 22250 0.0
12386250 22500 0.0
12409000 22750 0.0
12432000 23000 0.0
12455250 23250 0.0
12478750 23500 0.0
12502500 23750 0.0
12526500 24000 0.0
12550750 24250 0.0
12575250 24500 0.0
12600000 24750 0.0
12625000 25000 0.0
cell_counter 4302.8000
go_explore_return 0.0000
traj_length 45.6000
Check term: 12625000
12625250 250 0.0
12625750 500 0.0
12626500 750 0.0
12627500 1000 0.0
12628750 1250 0.0
12630250 1500 0.0
12632000 1750 0.0
12634000 2000 0.0
12636250 2250 0.0
12638750 2500 0.0
12641500 2750 0.0
12644500 3000 0.0
12647750 3250 0.0
12651250 3500 0.0
12655000 3750 0.0
12659000 4000 0.0
12663250 4250 0.0
12667750 4500 0.0
12672500 4750 0.0
12677500 5000 0.0
12682750 5250 0.0
12688250 5500 0.0
12694000 5750 0.0
12700000 6000 0.0
12706250 6250 0.0
12712750 6500 0.0
12719500 6750 0.0
12726500 7000 0.0
12733750 7250 0.0
12741250 7500 0.0
12749000 7750 0.0
12757000 8000 0.0
12765250 8250 0.0
12773750 8500 0.0
12782500 8750 0.0
12791500 9000 0.0
12800750 9250 0.0
12810250 9500 0.0
12820000 9750 0.0
12830000 10000 0.0
12840250 10250 0.0
12850750 10500 0.0
12861500 10750 0.0
12872500 11000 0.0
12883750 11250 0.0
12895250 11500 0.0
12907000 11750 0.0
12919000 12000 0.0
12931250 12250 0.0
12943750 12500 0.0
12956500 12750 0.0
12969500 13000 0.0
12982750 13250 0.0
12996250 13500 0.0
13010000 13750 0.0
13024000 14000 0.0
13038250 14250 0.0
13052750 14500 0.0
13067500 14750 0.0
13082500 15000 0.0
13097750 15250 0.0
13113250 15500 0.0
13129000 15750 0.0
13145000 16000 0.0
13161250 16250 0.0
13177750 16500 0.0
13194500 16750 0.0
13211500 17000 0.0
13228750 17250 0.0
13246250 17500 0.0
13264000 17750 0.0
13282000 18000 0.0
13300250 18250 0.0
13318750 18500 0.0
13337500 18750 0.0
13356500 19000 0.0
13375750 19250 0.0
13395250 19500 0.0
13415000 19750 0.0
13435000 20000 0.0
13455250 20250 0.0
13475750 20500 0.0
13496500 20750 0.0
13517500 21000 0.0
13538750 21250 0.0
13560250 21500 0.0
13582000 21750 0.0
13604000 22000 0.0
13626250 22250 0.0
13648750 22500 0.0
13671500 22750 0.0
13694500 23000 0.0
13717750 23250 0.0
13741250 23500 0.0
13765000 23750 0.0
13789000 24000 0.0
13813250 24250 0.0
13837750 24500 0.0
13862500 24750 0.0
13887500 25000 0.0
cell_counter 4229.2000
go_explore_return 0.0000
traj_length 40.8000
Exiting Main
Stopping all threads
Thread Thread-19 is alive! Is daemon: False
Thread joined
Exiting script
